Catalogador,id,Categoría,name,type,desc,atk,def,level,race,attribute,archetype,set_tag,setcode,ban_tcg,ban_ocg,ban_goat,image_url,image_url_small,booster_oficial,LON,LOD,PGD,MFC,DCR
Eze,85489096,R,Arsenal Summoner,Flip Effect Monster,"FLIP: Add 1 ""Guardian"" card from your Deck to your hand, except ""Celtic Guardian"", ""Winged Dragon, Guardian of the Fortress #1"", ""Winged Dragon, Guardian of the Fortress #2"", ""Guardian of the Labyrinth"", or ""The Reliable Guardian"".",1600,1600,4,Spellcaster,WIND,Guardian,"DR1-EN166,LCYW-EN247,DCR-004,DCR-EN004,","Dark Revelation Volume 1,Legendary Collection 3: Yugi's World Mega Pack,Dark Crisis,Dark Crisis,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/85489096.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/85489096.jpg,DCR,FALSE,FALSE,FALSE,FALSE,TRUE
Eze,2134346,SR,Asura Priest,Spirit Monster,Cannot be Special Summoned. During the End Phase of the turn this card is Normal Summoned or flipped face-up: Return it to the hand. This card can attack all monsters your opponent controls once each.,1700,1200,4,Fairy,LIGHT,,"DB2-EN183,BP01-EN125,BP01-EN125,RP02-EN061,HL04-EN003,LOD-071,LOD-EN071,","Dark Beginning 2,Battle Pack: Epic Dawn,Battle Pack: Epic Dawn,Retro Pack 2,Hobby League 4 participation card C,Legacy of Darkness,Legacy of Darkness,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/2134346.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/2134346.jpg,LOD,FALSE,TRUE,FALSE,FALSE,FALSE
Nico,71453557,UR,Autonomous Action Unit,Spell Card,"Pay 1500 Life Points, then target 1 monster in your opponent's Graveyard; Special Summon that target on your side of the field in face-up Attack Position, and equip it with this card. When this card leaves the field, destroy the equipped monster.",,,,Equip,,,"TU02-EN015,BP01-EN073,DR1-EN087,BP01-EN073,BP02-EN140,MFC-032,BP02-EN140,","Turbo Pack: Booster Two,Battle Pack: Epic Dawn,Dark Revelation Volume 1,Battle Pack: Epic Dawn,Battle Pack 2: War of the Giants,Magician's Force,Battle Pack 2: War of the Giants,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/71453557.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/71453557.jpg,MFC,FALSE,FALSE,FALSE,TRUE,FALSE
Nico,71453557,UR,Autonomous Action Unit,Spell Card,"Pay 1500 Life Points, then target 1 monster in your opponent's Graveyard; Special Summon that target on your side of the field in face-up Attack Position, and equip it with this card. When this card leaves the field, destroy the equipped monster.",,,,Equip,,,"TU02-EN015,BP01-EN073,DR1-EN087,BP01-EN073,BP02-EN140,MFC-032,BP02-EN140,","Turbo Pack: Booster Two,Battle Pack: Epic Dawn,Dark Revelation Volume 1,Battle Pack: Epic Dawn,Battle Pack 2: War of the Giants,Magician's Force,Battle Pack 2: War of the Giants,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/71453557.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/71453557.jpg,MFC,FALSE,FALSE,FALSE,TRUE,FALSE
Eze,40633297,R,Bad Reaction to Simochi,Trap Card,"As long as this card remains face-up on the field, any effect of increasing your opponent's Life Points is changed to inflict the same amount of points in damage to your opponent's Life Points.",,,,Continuous,,,"DB2-EN202,LOD-093,LOD-EN093,","Dark Beginning 2,Legacy of Darkness,Legacy of Darkness,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/40633297.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/40633297.jpg,LOD,FALSE,TRUE,FALSE,FALSE,FALSE
Eze,7165085,R,Bait Doll,Spell Card,"Target 1 Set card in the Spell & Trap Card Zone; reveal that target, force its activation if it is a Trap Card, then negate its effect if the activation timing is incorrect, and if you do, destroy it. (If it is not a Trap Card, return it face-down.) When this card resolves, shuffle it into the Deck instead of sending it to the Graveyard.",,,,Normal,,,"BP01-EN071,BP01-EN071,LON-096,LON-E096,LON-EN096,","Battle Pack: Epic Dawn,Battle Pack: Epic Dawn,Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/7165085.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/7165085.jpg,LON,TRUE,FALSE,FALSE,FALSE,FALSE
Nico,10012614,SR,Banner of Courage,Spell Card,All monsters you control gain 200 ATK during your Battle Phase only.,,,,Continuous,,,"5DS3-EN024,DR1-EN037,YS15-ENL21,BP03-EN147,YS11-EN028,BP03-EN147,PGD-089,YSDJ-EN025,YS15-END15,","Starter Deck: Duelist Toolbox,Dark Revelation Volume 1,Dark Legion Starter Deck,Battle Pack 3: Monster League,Starter Deck: Dawn of the Xyz,Battle Pack 3: Monster League,Pharaonic Guardian,Starter Deck: Jaden Yuki,2-Player Starter Deck: Yuya & Declan,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/10012614.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/10012614.jpg,PGD,FALSE,FALSE,TRUE,FALSE,FALSE
Eze,41925941,R,Bark of Dark Ruler,Trap Card,"If a Fiend-Type monster you control battles, during the Damage Step: Pay LP (in multiples of 100 points), then target the opponent's battling monster; that opponent's monster loses that much ATK and DEF, until the end of this turn.",,,,Normal,,,"BP03-EN191,BP03-EN191,DB2-EN132,LOD-010,TU04-EN010,LOD-EN010,","Battle Pack 3: Monster League,Battle Pack 3: Monster League,Dark Beginning 2,Legacy of Darkness,Turbo Pack: Booster Four,Legacy of Darkness,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/41925941.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/41925941.jpg,LOD,FALSE,TRUE,FALSE,FALSE,FALSE
Nico,78783370,C,Barrel Behind the Door,Trap Card,Activate only when a card's effect that would inflict damage to you is activated. Your opponent takes the damage instead.,,,,Counter,,,"RP02-EN080,PGD-095,DR1-EN043,","Retro Pack 2,Pharaonic Guardian,Dark Revelation Volume 1,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/78783370.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/78783370.jpg,PGD,FALSE,FALSE,TRUE,FALSE,FALSE
Eze,48094997,SR,Battle Footballer,Normal Monster,A cyborg with high defense power. Originally it was invented for a football machine.,1000,2100,4,Machine,FIRE,,"DR1-EN163,DCR-001,5DS3-EN001,DCR-EN001,","Dark Revelation Volume 1,Dark Crisis,Starter Deck: Duelist Toolbox,Dark Crisis,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/48094997.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/48094997.jpg,DCR,FALSE,FALSE,FALSE,FALSE,TRUE
Eze,94463200,R,Battle-Scarred,Trap Card,"Select 1 Archfiend monster on your side of the field to activate this card. Your opponent also pays the same Life Points that you pay for the selected monster during the Standby Phase. If this card is removed from the field, destroy the selected monster. When the selected monster is removed from the field, destroy this card.",,,,Continuous,,Archfiend,"DCR-097,DR1-EN259,DCR-EN097,","Dark Crisis,Dark Revelation Volume 1,Dark Crisis,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/94463200.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/94463200.jpg,DCR,FALSE,FALSE,FALSE,FALSE,TRUE
Eze,40133511,SR,Bazoo the Soul-Eater,Effect Monster,"Once per turn: You can banish up to 3 monsters from your Graveyard; this card gains 300 ATK for each, until the end of your opponent's turn.",1600,900,4,Beast,EARTH,,"BP02-EN012,BP02-EN012,BP01-EN119,BP01-EN119,BP03-EN002,BP03-EN002,SDDE-EN008,DB2-EN003,TP5-EN007,RP02-EN041,LON-064,LON-EN064,LON-E064,","Battle Pack 2: War of the Giants,Battle Pack 2: War of the Giants,Battle Pack: Epic Dawn,Battle Pack: Epic Dawn,Battle Pack 3: Monster League,Battle Pack 3: Monster League,The Dark Emperor Structure Deck,Dark Beginning 2,Tournament Pack 5,Retro Pack 2,Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/40133511.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/40133511.jpg,LON,TRUE,FALSE,FALSE,FALSE,FALSE
Eze,85605684,SR,Berserk Dragon,Effect Monster,"Cannot be Normal Summoned/Set. Must be Special Summoned with ""A Deal with Dark Ruler"" and cannot be Special Summoned by other ways. This card can attack all monsters your opponent controls once each. During each of your End Phases, this card loses 500 ATK.",3500,0,8,Zombie,DARK,,"LCJW-EN281,DCR-019,DR1-EN181,DCR-EN019,","Legendary Collection 4: Joey's World Mega Pack,Dark Crisis,Dark Revelation Volume 1,Dark Crisis,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/85605684.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/85605684.jpg,DCR,FALSE,FALSE,FALSE,FALSE,TRUE
Nico,61127349,R,Big Bang Shot,Spell Card,"The equipped monster gains 400 ATK. If the equipped monster attacks a Defense Position monster, inflict piercing battle damage to your opponent. When this card leaves the field, banish the equipped monster.",,,,Equip,,,"CP02-EN019,SDRL-EN027,SDWS-EN026,DR1-EN141,BP02-EN141,BP01-EN075,BP02-EN141,BP01-EN075,MFC-086,SDDE-EN024,","Champion Pack: Game Two,Rise of the Dragon Lords Structure Deck,Warriors' Strike Structure Deck,Dark Revelation Volume 1,Battle Pack 2: War of the Giants,Battle Pack: Epic Dawn,Battle Pack 2: War of the Giants,Battle Pack: Epic Dawn,Magician's Force,The Dark Emperor Structure Deck,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/61127349.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/61127349.jpg,MFC,FALSE,FALSE,FALSE,TRUE,FALSE
Nico,61127349,R,Big Bang Shot,Spell Card,"The equipped monster gains 400 ATK. If the equipped monster attacks a Defense Position monster, inflict piercing battle damage to your opponent. When this card leaves the field, banish the equipped monster.",,,,Equip,,,"CP02-EN019,SDRL-EN027,SDWS-EN026,DR1-EN141,BP02-EN141,BP01-EN075,BP02-EN141,BP01-EN075,MFC-086,SDDE-EN024,","Champion Pack: Game Two,Rise of the Dragon Lords Structure Deck,Warriors' Strike Structure Deck,Dark Revelation Volume 1,Battle Pack 2: War of the Giants,Battle Pack: Epic Dawn,Battle Pack 2: War of the Giants,Battle Pack: Epic Dawn,Magician's Force,The Dark Emperor Structure Deck,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/61127349.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/61127349.jpg,MFC,FALSE,FALSE,FALSE,TRUE,FALSE
Eze,58696829,C,Bio-Mage,Normal Monster,A mysterious priest created as a result of the latest advances in biotechnology.,1150,1000,3,Fairy,LIGHT,,"LON-043,LON-E043,LON-EN043,","Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/58696829.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/58696829.jpg,LON,TRUE,FALSE,FALSE,FALSE,FALSE
Nico,45547649,R,Birdface,Effect Monster,"When this card is sent to the Graveyard as a result of battle, you can add 1 ""Harpie Lady"" from your Deck to your hand. Then shuffle your Deck.",1600,1600,4,Winged Beast,WIND,Harpie,"DB2-EN208,SS02-ENC08,PGD-005,SD8-EN009,","Dark Beginning 2,Speed Duel Starter Decks: Duelists of Tomorrow,Pharaonic Guardian,Structure Deck: Lord of the Storm,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/45547649.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/45547649.jpg,PGD,FALSE,FALSE,TRUE,FALSE,FALSE
Eze,89041555,SR,Blast Held by a Tribute,Trap Card,"When an opponent's monster that was Tribute Summoned declares an attack: Destroy as many face-up Attack Position monsters they control as possible, and if you do, inflict 1000 damage to your opponent.",,,,Normal,,,"SS01-ENB15,DPRP-EN034,DT05-EN099,DCR-104,DR1-EN266,DCR-EN104,","Speed Duel Starter Decks: Destiny Masters,Duelist Pack: Rivals of the Pharaoh,Duel Terminal 5b,Dark Crisis,Dark Revelation Volume 1,Dark Crisis,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/89041555.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/89041555.jpg,DCR,FALSE,FALSE,FALSE,FALSE,TRUE
Eze,98239899,SR,Blast with Chain,Trap Card,Target 1 face-up monster you control; equip this card to that target. It gains 500 ATK. If this card is destroyed by a card effect while equipped: Target 1 card on the field; destroy that target.,,,,Normal,,,"BP01-EN093,BP03-EN194,BP03-EN194,SDOK-EN035,SD5-EN036,LOD-088,BP01-EN093,DB2-EN197,LOD-EN088,","Battle Pack: Epic Dawn,Battle Pack 3: Monster League,Battle Pack 3: Monster League,Onslaught of the Fire Kings Structure Deck,Structure Deck: Warrior's Triumph,Legacy of Darkness,Battle Pack: Epic Dawn,Dark Beginning 2,Legacy of Darkness,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/98239899.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/98239899.jpg,LOD,FALSE,TRUE,FALSE,FALSE,FALSE
Eze,32015116,SR,Blind Destruction,Trap Card,"Once per turn, during your Standby Phase: Roll a six-sided die. If the result is 1-5, destroy all monsters on the field with the same Level as the number rolled. If it is 6, destroy all Level 6 and higher monsters on the field.",,,,Continuous,,,"DB2-EN019,LCJW-EN269,LON-086,LON-E086,LON-EN086,","Dark Beginning 2,Legendary Collection 4: Joey's World Mega Pack,Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/32015116.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/32015116.jpg,LON,TRUE,FALSE,FALSE,FALSE,FALSE
Eze,35215622,SR,Blindly Loyal Goblin,Effect Monster,"As long as this card remains face-up on the field, control of this card cannot switch.",1800,1500,4,Warrior,EARTH,,"DCR-022,DR1-EN184,DCR-EN022,","Dark Crisis,Dark Revelation Volume 1,Dark Crisis,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/35215622.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/35215622.jpg,DCR,FALSE,FALSE,FALSE,FALSE,TRUE
Nico,89631146,R,Blue-Eyes White Dragon,Normal Monster,,3000,2500,,Dragon,Light,,,,,,,,,Extra,FALSE,FALSE,FALSE,FALSE,FALSE
Eze,98456117,C,Boneheimer,Normal Monster,"This monster wanders the seas, sucking dry any creatures it may encounter.",850,400,3,Aqua,WATER,,"LON-057,LON-E057,LON-EN057,","Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/98456117.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/98456117.jpg,LON,TRUE,FALSE,FALSE,FALSE,FALSE
Nico,2204140,SR,Book of Life,Spell Card,"Target 1 Zombie monster in your GY and 1 monster in your opponent's GY; Special Summon the first target, also banish the second target.",,,,Normal,,,"OP07-EN017,BP03-EN145,SR07-EN027,BP03-EN145,SDZW-EN023,SD2-EN021,DB2-EN230,PGD-033,TP5-EN008,DL17-EN014,LCJW-EN211,GLD5-EN039,","OTS Tournament Pack 7,Battle Pack 3: Monster League,Structure Deck: Zombie Horde,Battle Pack 3: Monster League,Zombie World Structure Deck,Structure Deck: Zombie Madness,Dark Beginning 2,Pharaonic Guardian,Tournament Pack 5,Duelist League 17 participation cards,Legendary Collection 4: Joey's World Mega Pack,Gold Series: Haunted Mine,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/2204140.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/2204140.jpg,PGD,FALSE,FALSE,TRUE,FALSE,FALSE
Nico,14087893,R,Book of Moon,Spell Card,Target 1 face-up monster on the field; change that target to face-down Defense Position.,,,,Quick-Play,,,"YSYR-EN030,YS17-EN025,BP02-EN138,TU01-EN012,AP05-EN022,YS18-EN027,SDMA-EN023,SDDC-EN029,BP02-EN138,YS16-EN027,RP02-EN070,YSDS-EN025,SDSC-EN030,BP01-EN072,NKRT-EN027,BP01-EN072,DB2-EN232,PGD-035,PGL2-EN049,LCJW-EN288,LCYW-EN270,DT03-EN093,TU07-EN001,CP01-EN002,","Starter Deck: Yugi Reloaded,Starter Deck: Link Strike,Battle Pack 2: War of the Giants,Turbo Pack: Booster One,Astral Pack Five,Starter Deck: Codebreaker,Structure Deck: Marik (TCG),Dragons Collide Structure Deck,Battle Pack 2: War of the Giants,Starter Deck: Yuya,Retro Pack 2,Starter Deck: Syrus Truesdale,Spellcaster's Command Structure Deck,Battle Pack: Epic Dawn,Noble Knights of the Round Table Box Set,Battle Pack: Epic Dawn,Dark Beginning 2,Pharaonic Guardian,Premium Gold: Return of the Bling,Legendary Collection 4: Joey's World Mega Pack,Legendary Collection 3: Yugi's World Mega Pack,Duel Terminal 3,Turbo Pack: Booster Seven,Champion Pack: Game One,",,Limited,,https://storage.googleapis.com/ygoprodeck.com/pics/14087893.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/14087893.jpg,PGD,FALSE,FALSE,TRUE,FALSE,FALSE
Nico,38699854,R,Book of Taiyou,Spell Card,Flip 1 face-down monster on the field into face-up Attack Position.,,,,Normal,,,"RP02-EN069,DB2-EN231,CP02-EN017,PGD-034,","Retro Pack 2,Dark Beginning 2,Champion Pack: Game Two,Pharaonic Guardian,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/38699854.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/38699854.jpg,PGD,FALSE,FALSE,TRUE,FALSE,FALSE
Nico,76532077,R,Bottomless Shifting Sand,Trap Card,"At the end of your opponent's turn, destroy the face-up monster(s) with the highest ATK on the field. During your own Standby Phase, if you have 4 or less cards in your hand, this card is destroyed.",,,,Continuous,,,"PGD-043,DB2-EN240,","Pharaonic Guardian,Dark Beginning 2,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/76532077.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/76532077.jpg,PGD,FALSE,FALSE,TRUE,FALSE,FALSE
Eze,29401950,UR,Bottomless Trap Hole,Trap Card,"When your opponent Summons a monster(s) with 1500 or more ATK: Destroy that monster(s) with 1500 or more ATK, and if you do, banish it.",,,,Normal,,Hole,"WIRA-EN056,YS18-EN038,BLRR-EN101,YS17-EN037,SDHS-EN038,SDZW-EN034,SDDL-EN037,DB2-EN201,SDDE-EN032,LCYW-EN181,PGLD-EN069,LOD-092,RP02-EN064,GLD2-EN045,LCJW-EN078,CP04-EN003,LOD-EN092,","Wing Raiders,Starter Deck: Codebreaker,Battles of Legend: Relentless Revenge,Starter Deck: Link Strike,HERO Strike Structure Deck,Zombie World Structure Deck,Dragunity Legion Structure Deck,Dark Beginning 2,The Dark Emperor Structure Deck,Legendary Collection 3: Yugi's World Mega Pack,Premium Gold,Legacy of Darkness,Retro Pack 2,Gold Series 2009,Legendary Collection 4: Joey's World Mega Pack,Champion Pack: Game Four,Legacy of Darkness,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/29401950.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/29401950.jpg,LOD,FALSE,TRUE,FALSE,FALSE,FALSE
Nico,71413901,UR,Breaker the Magical Warrior,Effect Monster,"If this card is Normal Summoned: Place 1 Spell Counter on it (max. 1). This card gains 300 ATK for each Spell Counter on it. You can remove 1 Spell Counter from this card, then target 1 Spell/Trap Card on the field; destroy that target.",1600,1000,4,Spellcaster,DARK,,"YSYR-EN015,LEDD-ENA10,BP03-EN005,BP01-EN061,SD6-EN009,SDSC-EN011,BP03-EN005,PGLD-EN052,MFC-071,BP01-EN061,GLD1-EN014,LCYW-EN023,MC2-EN002,DR1-EN126,TP7-EN005,","Starter Deck: Yugi Reloaded,Legendary Dragon Decks,Battle Pack 3: Monster League,Battle Pack: Epic Dawn,Structure Deck: Spellcaster's Judgment,Spellcaster's Command Structure Deck,Battle Pack 3: Monster League,Premium Gold,Magician's Force,Battle Pack: Epic Dawn,Gold Series,Legendary Collection 3: Yugi's World Mega Pack,Master Collection Volume 2,Dark Revelation Volume 1,Tournament Pack 7,",,,Limited,https://storage.googleapis.com/ygoprodeck.com/pics/71413901.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/71413901.jpg,MFC,FALSE,FALSE,FALSE,TRUE,FALSE
